group_name,file_name,nodule_name,nodule_size(pixels)
303 ps Soil+Leaf,IMG_0372,IMG_0372_46,1237
303 ps Soil+Leaf,IMG_0372,IMG_0372_47,1039
303 ps Soil+Leaf,IMG_0372,IMG_0372_48,866
303 ps Soil+Leaf,IMG_0372,IMG_0372_49,421
303 ps Soil+Leaf,IMG_0372,IMG_0372_50,1627
303 ps Soil+Leaf,IMG_0372,IMG_0372_51,5929
303 ps Soil+Leaf,IMG_0372,IMG_0372_52,251
303 ps Soil+Leaf,IMG_0372,IMG_0372_53,1187
303 ps Soil+Leaf,IMG_0372,IMG_0372_54,1730
303 ps Soil+Leaf,IMG_0372,IMG_0372_55,589
303 ps Soil+Leaf,IMG_0372,IMG_0372_56,1077
303 ps Soil+Leaf,IMG_0372,IMG_0372_57,3417
303 ps Soil+Leaf,IMG_0372,IMG_0372_58,4263
303 ps Soil+Leaf,IMG_0372,IMG_0372_59,1683
303 ps Soil+Leaf,IMG_0372,IMG_0372_60,1666
303 ps Soil+Leaf,IMG_0372,IMG_0372_61,1934
303 ps Soil+Leaf,IMG_0372,IMG_0372_62,1589
303 ps Soil+Leaf,IMG_0372,IMG_0372_63,1114
303 ps Soil+Leaf,IMG_0372,IMG_0372_64,1920
303 ps Soil+Leaf,IMG_0372,IMG_0372_65,1573
303 ps Soil+Leaf,IMG_0372,IMG_0372_66,1489
303 ps Soil+Leaf,IMG_0372,IMG_0372_67,1727
303 ps Soil+Leaf,IMG_0372,IMG_0372_68,1483
303 ps Soil+Leaf,IMG_0372,IMG_0372_69,978
303 ps Soil+Leaf,IMG_0372,IMG_0372_70,5984
303 ps Soil+Leaf,IMG_0372,IMG_0372_71,110
303 ps Soil+Leaf,IMG_0372,IMG_0372_72,1440
303 ps Soil+Leaf,IMG_0372,IMG_0372_73,1747
303 ps Soil+Leaf,IMG_0372,IMG_0372_74,555
303 ps Soil+Leaf,IMG_0372,IMG_0372_75,589
303 ps Soil+Leaf,IMG_0372,IMG_0372_76,907
303 ps Soil+Leaf,IMG_0372,IMG_0372_77,2906
303 ps Soil+Leaf,IMG_0372,IMG_0372_78,1180
303 ps Soil+Leaf,IMG_0372,IMG_0372_79,212
303 ps Soil+Leaf,IMG_0372,IMG_0372_80,912
303 ps Soil+Leaf,IMG_0372,IMG_0372_81,587
303 ps Soil+Leaf,IMG_0372,IMG_0372_82,1715
303 ps Soil+Leaf,IMG_0372,IMG_0372_83,3009
303 ps Soil+Leaf,IMG_0372,IMG_0372_84,152
303 ps Soil+Leaf,IMG_0372,IMG_0372_85,2219
303 ps Soil+Leaf,IMG_0372,IMG_0372_86,150
303 ps Soil+Leaf,IMG_0372,IMG_0372_87,286
303 ps Soil+Leaf,IMG_0372,IMG_0372_88,553
303 ps Soil+Leaf,IMG_0372,IMG_0372_89,860
303 ps Soil+Leaf,IMG_0372,IMG_0372_90,383
303 ps Soil+Leaf,IMG_0372,IMG_0372_91,204
303 ps Soil+Leaf,IMG_0372,IMG_0372_92,1894
303 ps Soil+Leaf,IMG_0372,IMG_0372_93,524
303 ps Soil+Leaf,IMG_0372,IMG_0372_94,3217
303 ps Soil+Leaf,IMG_0372,IMG_0372_95,4331
303 ps Soil+Leaf,IMG_0372,IMG_0372_96,2218
303 ps Soil+Leaf,IMG_0372,IMG_0372_97,312
303 ps Soil+Leaf,IMG_0372,IMG_0372_98,736
303 ps Soil+Leaf,IMG_0372,IMG_0372_99,177
303 ps Soil+Leaf,IMG_0372,IMG_0372_100,2135
303 ps Soil+Leaf,IMG_0372,IMG_0372_101,211
303 ps Soil+Leaf,IMG_0372,IMG_0372_102,386
303 ps Soil+Leaf,IMG_0372,IMG_0372_103,1108
305 ps Water,IMG_0506,IMG_0506_1,834
305 ps Water,IMG_0506,IMG_0506_2,867
305 ps Water,IMG_0506,IMG_0506_3,863
305 ps Water,IMG_0506,IMG_0506_4,2994
305 ps Water,IMG_0506,IMG_0506_5,276
305 ps Water,IMG_0506,IMG_0506_6,525
305 ps Water,IMG_0506,IMG_0506_7,1755
305 ps Water,IMG_0506,IMG_0506_8,3142
305 ps Water,IMG_0506,IMG_0506_9,2765
305 ps Water,IMG_0506,IMG_0506_10,145
305 ps Water,IMG_0506,IMG_0506_11,1690
305 ps Water,IMG_0506,IMG_0506_12,7190
305 ps Water,IMG_0506,IMG_0506_13,916
305 ps Water,IMG_0506,IMG_0506_14,310
305 ps Water,IMG_0506,IMG_0506_15,702
305 ps Water,IMG_0506,IMG_0506_16,731
305 ps Water,IMG_0506,IMG_0506_17,4385
305 ps Water,IMG_0506,IMG_0506_18,1118
305 ps Water,IMG_0506,IMG_0506_19,139
305 ps Water,IMG_0506,IMG_0506_20,597
305 ps Water,IMG_0506,IMG_0506_21,1836
305 ps Water,IMG_0506,IMG_0506_22,3254
305 ps Water,IMG_0506,IMG_0506_23,2332
305 ps Water,IMG_0506,IMG_0506_24,2640
305 ps Water,IMG_0506,IMG_0506_25,1384
305 ps Water,IMG_0506,IMG_0506_26,242
305 ps Water,IMG_0506,IMG_0506_27,1827
305 ps Water,IMG_0506,IMG_0506_28,2440
305 ps Water,IMG_0506,IMG_0506_29,1446
305 ps Water,IMG_0506,IMG_0506_30,2193
305 ps Water,IMG_0506,IMG_0506_31,348
305 ps Water,IMG_0506,IMG_0506_32,3053
305 ps Water,IMG_0506,IMG_0506_33,1401
305 ps Water,IMG_0506,IMG_0506_34,451
305 ps Water,IMG_0506,IMG_0506_35,8447
305 ps Water,IMG_0506,IMG_0506_36,73
305 ps Water,IMG_0506,IMG_0506_37,8451
305 ps Water,IMG_0506,IMG_0506_38,14884
305 ps Water,IMG_0506,IMG_0506_39,1601
305 ps Water,IMG_0506,IMG_0506_40,2534
305 ps Water,IMG_0506,IMG_0506_41,2029
305 ps Water,IMG_0506,IMG_0506_42,312
305 ps Water,IMG_0506,IMG_0506_43,523
305 ps Water,IMG_0506,IMG_0506_44,1962
305 ps Water,IMG_0506,IMG_0506_45,2391
305 ps Water,IMG_0506,IMG_0506_46,1972
305 ps Water,IMG_0506,IMG_0506_47,2378
305 ps Water,IMG_0506,IMG_0506_48,319
305 ps Water,IMG_0506,IMG_0506_49,773
305 ps Water,IMG_0506,IMG_0506_50,2243
305 ps Water,IMG_0506,IMG_0506_51,868
305 ps Water,IMG_0506,IMG_0506_52,2559
305 ps Water,IMG_0506,IMG_0506_53,522
305 ps Water,IMG_0506,IMG_0506_54,1678
305 ps Water,IMG_0506,IMG_0506_55,2063
305 ps Water,IMG_0506,IMG_0506_56,1776
305 ps Water,IMG_0506,IMG_0506_57,3660
305 ps Water,IMG_0506,IMG_0506_58,1582
305 ps Water,IMG_0506,IMG_0506_59,7552
305 ps Water,IMG_0506,IMG_0506_60,2155
305 ps Water,IMG_0506,IMG_0506_61,837
305 ps Water,IMG_0506,IMG_0506_62,975
305 ps Water,IMG_0506,IMG_0506_63,1283
305 ps Water,IMG_0506,IMG_0506_64,636
305 ps Water,IMG_0506,IMG_0506_65,346
305 ps Water,IMG_0506,IMG_0506_66,144
305 ps Water,IMG_0506,IMG_0506_67,1836
305 ps Water,IMG_0506,IMG_0506_68,856
305 ps Water,IMG_0506,IMG_0506_69,1179
305 ps Water,IMG_0506,IMG_0506_70,4093
305 ps Water,IMG_0506,IMG_0506_71,137
305 ps Water,IMG_0506,IMG_0506_72,594
305 ps Water,IMG_0506,IMG_0506_73,524
305 ps Water,IMG_0506,IMG_0506_74,1111
305 ps Water,IMG_0506,IMG_0506_75,382
305 ps Water,IMG_0506,IMG_0506_76,178
305 ps Water,IMG_0506,IMG_0506_77,459
305 ps Water,IMG_0506,IMG_0506_78,73
305 ps Water,IMG_0506,IMG_0506_79,1044
305 ps Water,IMG_0506,IMG_0506_80,1618
305 ps Water,IMG_0506,IMG_0506_81,2997
305 ps Water,IMG_0506,IMG_0506_82,1041
204 ps Soil+Leaf,IMG_0602,IMG_0602_1,2360
204 ps Soil+Leaf,IMG_0602,IMG_0602_2,802
204 ps Soil+Leaf,IMG_0602,IMG_0602_3,247
204 ps Soil+Leaf,IMG_0602,IMG_0602_4,2873
204 ps Soil+Leaf,IMG_0602,IMG_0602_5,455
204 ps Soil+Leaf,IMG_0602,IMG_0602_6,2829
204 ps Soil+Leaf,IMG_0602,IMG_0602_7,2576
204 ps Soil+Leaf,IMG_0602,IMG_0602_8,353
204 ps Soil+Leaf,IMG_0602,IMG_0602_9,1443
204 ps Soil+Leaf,IMG_0602,IMG_0602_10,1335
204 ps Soil+Leaf,IMG_0602,IMG_0602_11,763
204 ps Soil+Leaf,IMG_0602,IMG_0602_12,1767
204 ps Soil+Leaf,IMG_0602,IMG_0602_13,83
204 ps Soil+Leaf,IMG_0602,IMG_0602_14,1690
204 ps Soil+Leaf,IMG_0602,IMG_0602_15,107
204 ps Soil+Leaf,IMG_0602,IMG_0602_16,78
204 ps Soil+Leaf,IMG_0602,IMG_0602_17,424
204 ps Soil+Leaf,IMG_0602,IMG_0602_18,7932
204 ps Soil+Leaf,IMG_0602,IMG_0602_19,1567
204 ps Soil+Leaf,IMG_0602,IMG_0602_20,5340
204 ps Soil+Leaf,IMG_0602,IMG_0602_21,2862
204 ps Soil+Leaf,IMG_0602,IMG_0602_22,5095
204 ps Soil+Leaf,IMG_0602,IMG_0602_23,2112
204 ps Soil+Leaf,IMG_0602,IMG_0602_24,698
204 ps Soil+Leaf,IMG_0602,IMG_0602_25,1010
204 ps Soil+Leaf,IMG_0602,IMG_0602_26,143
204 ps Soil+Leaf,IMG_0602,IMG_0602_27,3218
204 ps Soil+Leaf,IMG_0602,IMG_0602_28,1229
204 ps Soil+Leaf,IMG_0602,IMG_0602_29,2964
204 ps Soil+Leaf,IMG_0602,IMG_0602_30,417
204 ps Soil+Leaf,IMG_0602,IMG_0602_31,1012
204 ps Soil+Leaf,IMG_0602,IMG_0602_32,1238
204 ps Soil+Leaf,IMG_0602,IMG_0602_33,1264
204 ps Soil+Leaf,IMG_0602,IMG_0602_34,423
204 ps Soil+Leaf,IMG_0602,IMG_0602_35,1078
204 ps Soil+Leaf,IMG_0602,IMG_0602_36,486
204 ps Soil+Leaf,IMG_0602,IMG_0602_37,111
204 ps Soil+Leaf,IMG_0602,IMG_0602_38,1627
204 ps Soil+Leaf,IMG_0602,IMG_0602_39,1096
204 ps Soil+Leaf,IMG_0602,IMG_0602_40,2029
204 ps Soil+Leaf,IMG_0602,IMG_0602_41,1434
204 ps Soil+Leaf,IMG_0602,IMG_0602_42,825
204 ps Soil+Leaf,IMG_0602,IMG_0602_43,902
204 ps Soil+Leaf,IMG_0602,IMG_0602_44,734
204 ps Soil+Leaf,IMG_0602,IMG_0602_45,2390
204 ps Soil+Leaf,IMG_0602,IMG_0602_46,691
204 ps Soil+Leaf,IMG_0602,IMG_0602_47,2375
204 ps Soil+Leaf,IMG_0602,IMG_0602_48,1108
204 ps Soil+Leaf,IMG_0602,IMG_0602_49,76
204 ps Soil+Leaf,IMG_0602,IMG_0602_50,276
204 ps Soil+Leaf,IMG_0602,IMG_0602_51,599
204 ps Soil+Leaf,IMG_0602,IMG_0602_52,1456
204 ps Soil+Leaf,IMG_0602,IMG_0602_53,2094
204 ps Soil+Leaf,IMG_0602,IMG_0602_54,4601
204 ps Soil+Leaf,IMG_0602,IMG_0602_55,286
204 ps Soil+Leaf,IMG_0602,IMG_0602_56,384
204 ps Soil+Leaf,IMG_0602,IMG_0602_57,3230
204 ps Soil+Leaf,IMG_0602,IMG_0602_58,625
204 ps Soil+Leaf,IMG_0602,IMG_0602_59,1661
204 ps Soil+Leaf,IMG_0602,IMG_0602_60,348
204 ps Soil+Leaf,IMG_0602,IMG_0602_61,2417
204 ps Soil+Leaf,IMG_0602,IMG_0602_62,458
204 ps Soil+Leaf,IMG_0602,IMG_0602_63,458
204 ps Soil+Leaf,IMG_0602,IMG_0602_64,1637
204 ps Soil+Leaf,IMG_0602,IMG_0602_65,668
204 ps Soil+Leaf,IMG_0602,IMG_0602_66,2030
204 ps Soil+Leaf,IMG_0602,IMG_0602_67,532
206 ps Soil,IMG_0570,IMG_0570_1,1270
206 ps Soil,IMG_0570,IMG_0570_2,1764
206 ps Soil,IMG_0570,IMG_0570_3,2609
206 ps Soil,IMG_0570,IMG_0570_4,1728
206 ps Soil,IMG_0570,IMG_0570_5,210
206 ps Soil,IMG_0570,IMG_0570_6,1571
206 ps Soil,IMG_0570,IMG_0570_7,79
206 ps Soil,IMG_0570,IMG_0570_8,1298
206 ps Soil,IMG_0570,IMG_0570_9,78
206 ps Soil,IMG_0570,IMG_0570_10,1734
206 ps Soil,IMG_0570,IMG_0570_11,534
206 ps Soil,IMG_0570,IMG_0570_12,249
206 ps Soil,IMG_0570,IMG_0570_13,1225
206 ps Soil,IMG_0570,IMG_0570_14,960
206 ps Soil,IMG_0570,IMG_0570_15,288
206 ps Soil,IMG_0570,IMG_0570_16,2164
206 ps Soil,IMG_0570,IMG_0570_17,632
206 ps Soil,IMG_0570,IMG_0570_18,531
206 ps Soil,IMG_0570,IMG_0570_19,282
206 ps Soil,IMG_0570,IMG_0570_20,2042
206 ps Soil,IMG_0570,IMG_0570_21,359
206 ps Soil,IMG_0570,IMG_0570_22,150
206 ps Soil,IMG_0570,IMG_0570_23,179
206 ps Soil,IMG_0570,IMG_0570_24,381
206 ps Soil,IMG_0570,IMG_0570_25,315
206 ps Soil,IMG_0570,IMG_0570_26,363
206 ps Soil,IMG_0570,IMG_0570_27,950
206 ps Soil,IMG_0570,IMG_0570_28,1834
206 ps Soil,IMG_0570,IMG_0570_29,75
206 ps Soil,IMG_0570,IMG_0570_30,3742
206 ps Soil,IMG_0570,IMG_0570_31,78
105 ps Soil+Leaf,IMG_0442,IMG_0442_1,1413
105 ps Soil+Leaf,IMG_0442,IMG_0442_2,575
105 ps Soil+Leaf,IMG_0442,IMG_0442_3,947
105 ps Soil+Leaf,IMG_0442,IMG_0442_4,571
105 ps Soil+Leaf,IMG_0442,IMG_0442_5,77
105 ps Soil+Leaf,IMG_0442,IMG_0442_6,876
105 ps Soil+Leaf,IMG_0442,IMG_0442_7,1681
105 ps Soil+Leaf,IMG_0442,IMG_0442_8,418
105 ps Soil+Leaf,IMG_0442,IMG_0442_9,634
105 ps Soil+Leaf,IMG_0442,IMG_0442_10,911
105 ps Soil+Leaf,IMG_0442,IMG_0442_11,7564
105 ps Soil+Leaf,IMG_0442,IMG_0442_12,244
105 ps Soil+Leaf,IMG_0442,IMG_0442_13,736
105 ps Soil+Leaf,IMG_0442,IMG_0442_14,289
105 ps Soil+Leaf,IMG_0442,IMG_0442_15,118
105 ps Soil+Leaf,IMG_0442,IMG_0442_16,798
105 ps Soil+Leaf,IMG_0442,IMG_0442_17,1211
105 ps Soil+Leaf,IMG_0442,IMG_0442_18,1704
105 ps Soil+Leaf,IMG_0442,IMG_0442_19,1122
105 ps Soil+Leaf,IMG_0442,IMG_0442_20,1115
105 ps Soil+Leaf,IMG_0442,IMG_0442_21,461
105 ps Soil+Leaf,IMG_0442,IMG_0442_22,1756
105 ps Soil+Leaf,IMG_0442,IMG_0442_23,4767
105 ps Soil+Leaf,IMG_0442,IMG_0442_24,3289
105 ps Soil+Leaf,IMG_0442,IMG_0442_25,766
105 ps Soil+Leaf,IMG_0442,IMG_0442_26,874
105 ps Soil+Leaf,IMG_0442,IMG_0442_27,998
105 ps Soil+Leaf,IMG_0442,IMG_0442_28,2932
105 ps Soil+Leaf,IMG_0442,IMG_0442_29,3571
105 ps Soil+Leaf,IMG_0442,IMG_0442_30,1348
105 ps Soil+Leaf,IMG_0442,IMG_0442_31,2178
105 ps Soil+Leaf,IMG_0442,IMG_0442_32,823
105 ps Soil+Leaf,IMG_0442,IMG_0442_33,1084
105 ps Soil+Leaf,IMG_0442,IMG_0442_34,1044
105 ps Soil+Leaf,IMG_0442,IMG_0442_35,393
105 ps Soil+Leaf,IMG_0442,IMG_0442_36,2669
105 ps Soil+Leaf,IMG_0442,IMG_0442_37,212
105 ps Soil+Leaf,IMG_0442,IMG_0442_38,214
105 ps Soil+Leaf,IMG_0442,IMG_0442_39,107
105 ps Soil+Leaf,IMG_0442,IMG_0442_40,495
105 ps Soil+Leaf,IMG_0442,IMG_0442_41,6747
105 ps Soil+Leaf,IMG_0442,IMG_0442_42,4284
105 ps Soil+Leaf,IMG_0442,IMG_0442_43,4116
105 ps Soil+Leaf,IMG_0442,IMG_0442_44,833
105 ps Soil+Leaf,IMG_0442,IMG_0442_45,1048
105 ps Soil+Leaf,IMG_0442,IMG_0442_46,1390
105 ps Soil+Leaf,IMG_0442,IMG_0442_47,4022
105 ps Soil+Leaf,IMG_0442,IMG_0442_48,1069
105 ps Soil+Leaf,IMG_0442,IMG_0442_49,1617
105 ps Soil+Leaf,IMG_0442,IMG_0442_50,666
105 ps Soil+Leaf,IMG_0442,IMG_0442_51,628
105 ps Soil+Leaf,IMG_0442,IMG_0442_52,1669
105 ps Soil+Leaf,IMG_0442,IMG_0442_53,557
105 ps Soil+Leaf,IMG_0442,IMG_0442_54,552
105 ps Soil+Leaf,IMG_0442,IMG_0442_55,999
105 ps Soil+Leaf,IMG_0442,IMG_0442_56,1327
105 ps Soil+Leaf,IMG_0442,IMG_0442_57,6660
105 ps Soil+Leaf,IMG_0442,IMG_0442_58,939
105 ps Soil+Leaf,IMG_0442,IMG_0442_59,1439
105 ps Soil+Leaf,IMG_0442,IMG_0442_60,815
105 ps Soil+Leaf,IMG_0442,IMG_0442_61,1451
105 ps Soil+Leaf,IMG_0442,IMG_0442_62,660
105 ps Soil+Leaf,IMG_0442,IMG_0442_63,450
105 ps Soil+Leaf,IMG_0442,IMG_0442_64,3050
105 ps Soil+Leaf,IMG_0442,IMG_0442_65,1977
105 ps Soil+Leaf,IMG_0442,IMG_0442_66,4821
105 ps Soil+Leaf,IMG_0442,IMG_0442_67,941
105 ps Soil+Leaf,IMG_0442,IMG_0442_68,1111
105 ps Soil+Leaf,IMG_0442,IMG_0442_69,3294
105 ps Soil+Leaf,IMG_0442,IMG_0442_70,358
105 ps Soil+Leaf,IMG_0442,IMG_0442_71,255
105 ps Soil+Leaf,IMG_0442,IMG_0442_72,3588
105 ps Soil+Leaf,IMG_0442,IMG_0442_73,382
105 ps Soil+Leaf,IMG_0442,IMG_0442_74,5353
105 ps Soil+Leaf,IMG_0442,IMG_0442_75,355
105 ps Soil+Leaf,IMG_0442,IMG_0442_76,592
304 ts Water,IMG_0339,IMG_0339_1,1671
304 ts Water,IMG_0339,IMG_0339_2,556
304 ts Water,IMG_0339,IMG_0339_3,662
304 ts Water,IMG_0339,IMG_0339_4,527
304 ts Water,IMG_0339,IMG_0339_5,122
304 ts Water,IMG_0339,IMG_0339_6,3686
304 ts Water,IMG_0339,IMG_0339_7,254
304 ts Water,IMG_0339,IMG_0339_8,1369
304 ts Water,IMG_0339,IMG_0339_9,1041
304 ts Water,IMG_0339,IMG_0339_10,77
304 ts Water,IMG_0339,IMG_0339_11,1966
304 ts Water,IMG_0339,IMG_0339_12,914
304 ts Water,IMG_0339,IMG_0339_13,421
304 ts Water,IMG_0339,IMG_0339_14,1969
304 ts Water,IMG_0339,IMG_0339_15,390
304 ts Water,IMG_0339,IMG_0339_16,768
304 ts Water,IMG_0339,IMG_0339_17,1856
304 ts Water,IMG_0339,IMG_0339_18,665
304 ts Water,IMG_0339,IMG_0339_19,907
304 ts Water,IMG_0339,IMG_0339_20,715
304 ts Water,IMG_0339,IMG_0339_21,1229
304 ts Water,IMG_0339,IMG_0339_22,942
304 ts Water,IMG_0339,IMG_0339_23,810
304 ts Water,IMG_0339,IMG_0339_24,1046
304 ts Water,IMG_0339,IMG_0339_25,142
304 ts Water,IMG_0339,IMG_0339_26,506
304 ts Water,IMG_0339,IMG_0339_27,1645
304 ts Water,IMG_0339,IMG_0339_28,487
304 ts Water,IMG_0339,IMG_0339_29,3656
304 ts Water,IMG_0339,IMG_0339_30,834
304 ts Water,IMG_0339,IMG_0339_31,884
304 ts Water,IMG_0339,IMG_0339_32,668
304 ts Water,IMG_0339,IMG_0339_33,2860
304 ts Water,IMG_0339,IMG_0339_34,1484
304 ts Water,IMG_0339,IMG_0339_35,1608
304 ts Water,IMG_0339,IMG_0339_36,1740
304 ts Water,IMG_0339,IMG_0339_37,4124
304 ts Water,IMG_0339,IMG_0339_38,2438
304 ts Water,IMG_0339,IMG_0339_39,2026
304 ts Water,IMG_0339,IMG_0339_40,416
304 ts Water,IMG_0339,IMG_0339_41,1942
304 ts Water,IMG_0339,IMG_0339_42,179
304 ts Water,IMG_0339,IMG_0339_43,2847
304 ts Water,IMG_0339,IMG_0339_44,2081
304 ts Water,IMG_0339,IMG_0339_45,632
304 ts Water,IMG_0339,IMG_0339_46,1044
304 ts Water,IMG_0339,IMG_0339_47,1017
304 ts Water,IMG_0339,IMG_0339_48,2002
304 ts Water,IMG_0339,IMG_0339_49,663
304 ts Water,IMG_0339,IMG_0339_50,467
304 ts Water,IMG_0339,IMG_0339_51,2211
304 ts Water,IMG_0339,IMG_0339_52,4146
304 ts Water,IMG_0339,IMG_0339_53,353
304 ts Water,IMG_0339,IMG_0339_54,5996
304 ts Water,IMG_0339,IMG_0339_55,423
304 ts Water,IMG_0339,IMG_0339_56,1499
304 ts Water,IMG_0339,IMG_0339_57,140
304 ts Water,IMG_0339,IMG_0339_58,390
304 ts Water,IMG_0339,IMG_0339_59,879
304 ts Water,IMG_0339,IMG_0339_60,1315
301 ts Soil+Leaf,IMG_0274,IMG_0274_1,139
301 ts Soil+Leaf,IMG_0274,IMG_0274_2,565
301 ts Soil+Leaf,IMG_0274,IMG_0274_3,2983
301 ts Soil+Leaf,IMG_0274,IMG_0274_4,736
301 ts Soil+Leaf,IMG_0274,IMG_0274_5,2611
301 ts Soil+Leaf,IMG_0274,IMG_0274_6,421
301 ts Soil+Leaf,IMG_0274,IMG_0274_7,1122
301 ts Soil+Leaf,IMG_0274,IMG_0274_8,422
301 ts Soil+Leaf,IMG_0274,IMG_0274_9,184
301 ts Soil+Leaf,IMG_0274,IMG_0274_10,427
301 ts Soil+Leaf,IMG_0274,IMG_0274_11,1120
301 ts Soil+Leaf,IMG_0274,IMG_0274_12,1177
301 ts Soil+Leaf,IMG_0274,IMG_0274_13,2584
301 ts Soil+Leaf,IMG_0274,IMG_0274_14,344
301 ts Soil+Leaf,IMG_0274,IMG_0274_15,1183
301 ts Soil+Leaf,IMG_0274,IMG_0274_16,489
301 ts Soil+Leaf,IMG_0274,IMG_0274_17,311
301 ts Soil+Leaf,IMG_0274,IMG_0274_18,1073
301 ts Soil+Leaf,IMG_0274,IMG_0274_19,4305
301 ts Soil+Leaf,IMG_0274,IMG_0274_20,5226
301 ts Soil+Leaf,IMG_0274,IMG_0274_21,6854
301 ts Soil+Leaf,IMG_0274,IMG_0274_22,968
301 ts Soil+Leaf,IMG_0274,IMG_0274_23,706
301 ts Soil+Leaf,IMG_0274,IMG_0274_24,2186
301 ts Soil+Leaf,IMG_0274,IMG_0274_25,1314
301 ts Soil+Leaf,IMG_0274,IMG_0274_26,427
301 ts Soil+Leaf,IMG_0274,IMG_0274_27,1300
301 ts Soil+Leaf,IMG_0274,IMG_0274_28,530
301 ts Soil+Leaf,IMG_0274,IMG_0274_29,973
202 ts Soil+Water,IMG_0708,IMG_0708_1,1789
202 ts Soil+Water,IMG_0708,IMG_0708_2,181
202 ts Soil+Water,IMG_0708,IMG_0708_3,846
202 ts Soil+Water,IMG_0708,IMG_0708_4,7244
202 ts Soil+Water,IMG_0708,IMG_0708_5,74
202 ts Soil+Water,IMG_0708,IMG_0708_6,861
202 ts Soil+Water,IMG_0708,IMG_0708_7,810
202 ts Soil+Water,IMG_0708,IMG_0708_8,282
202 ts Soil+Water,IMG_0708,IMG_0708_9,321
202 ts Soil+Water,IMG_0708,IMG_0708_10,145
202 ts Soil+Water,IMG_0708,IMG_0708_11,1212
202 ts Soil+Water,IMG_0708,IMG_0708_12,1909
202 ts Soil+Water,IMG_0708,IMG_0708_13,3021
202 ts Soil+Water,IMG_0708,IMG_0708_14,1836
202 ts Soil+Water,IMG_0708,IMG_0708_15,3590
202 ts Soil+Water,IMG_0708,IMG_0708_16,210
202 ts Soil+Water,IMG_0708,IMG_0708_17,113
202 ts Soil+Water,IMG_0708,IMG_0708_18,795
202 ts Soil+Water,IMG_0708,IMG_0708_19,2094
202 ts Soil+Water,IMG_0708,IMG_0708_20,843
202 ts Soil+Water,IMG_0708,IMG_0708_21,1556
202 ts Soil+Water,IMG_0708,IMG_0708_22,1889
202 ts Soil+Water,IMG_0708,IMG_0708_23,146
202 ts Soil+Water,IMG_0708,IMG_0708_24,527
202 ts Soil+Water,IMG_0708,IMG_0708_25,3505
202 ts Soil+Water,IMG_0708,IMG_0708_26,245
202 ts Soil+Water,IMG_0708,IMG_0708_27,2495
202 ts Soil+Water,IMG_0708,IMG_0708_28,497
202 ts Soil+Water,IMG_0708,IMG_0708_29,1892
202 ts Soil+Water,IMG_0708,IMG_0708_30,110
202 ts Soil+Water,IMG_0708,IMG_0708_31,354
202 ts Soil+Water,IMG_0708,IMG_0708_32,699
202 ts Soil+Water,IMG_0708,IMG_0708_33,560
202 ts Soil+Water,IMG_0708,IMG_0708_34,141
202 ts Soil+Water,IMG_0708,IMG_0708_35,1343
202 ts Soil+Water,IMG_0708,IMG_0708_36,2459
202 ts Soil+Water,IMG_0708,IMG_0708_37,1370
202 ts Soil+Water,IMG_0708,IMG_0708_38,1926
202 ts Soil+Water,IMG_0708,IMG_0708_39,5635
202 ts Soil+Water,IMG_0708,IMG_0708_40,214
202 ts Soil+Water,IMG_0708,IMG_0708_41,284
202 ts Soil+Water,IMG_0708,IMG_0708_42,897
202 ts Soil+Water,IMG_0708,IMG_0708_43,948
202 ts Soil+Water,IMG_0708,IMG_0708_44,2903
202 ts Soil+Water,IMG_0708,IMG_0708_45,560
202 ts Soil+Water,IMG_0708,IMG_0708_46,4688
202 ts Soil+Water,IMG_0708,IMG_0708_47,946
202 ts Soil+Water,IMG_0708,IMG_0708_48,1429
202 ts Soil+Water,IMG_0708,IMG_0708_49,2790
202 ts Soil+Water,IMG_0708,IMG_0708_50,761
202 ts Soil+Water,IMG_0708,IMG_0708_51,318
202 ts Soil+Water,IMG_0708,IMG_0708_52,151
202 ts Soil+Water,IMG_0708,IMG_0708_53,3288
202 ts Soil+Water,IMG_0708,IMG_0708_54,2396
202 ts Soil+Water,IMG_0708,IMG_0708_55,204
202 ts Soil+Water,IMG_0708,IMG_0708_56,76
202 ts Soil+Water,IMG_0708,IMG_0708_57,488
202 ts Soil+Water,IMG_0708,IMG_0708_58,362
202 ts Soil+Water,IMG_0708,IMG_0708_59,215
202 ts Soil+Water,IMG_0708,IMG_0708_60,74
202 ts Soil+Water,IMG_0708,IMG_0708_61,4801
202 ts Soil+Water,IMG_0708,IMG_0708_62,489
202 ts Soil+Water,IMG_0708,IMG_0708_63,74
202 ts Soil+Water,IMG_0708,IMG_0708_64,3191
202 ts Soil+Water,IMG_0708,IMG_0708_65,602
202 ts Soil+Water,IMG_0708,IMG_0708_66,1292
202 ts Soil+Water,IMG_0708,IMG_0708_67,1596
202 ts Soil+Water,IMG_0708,IMG_0708_68,1149
202 ts Soil+Water,IMG_0708,IMG_0708_69,381
202 ts Soil+Water,IMG_0708,IMG_0708_70,11011
202 ts Soil+Water,IMG_0708,IMG_0708_71,7886
202 ts Soil+Water,IMG_0708,IMG_0708_72,216
202 ts Soil+Water,IMG_0708,IMG_0708_73,216
202 ts Soil+Water,IMG_0708,IMG_0708_74,2395
202 ts Soil+Water,IMG_0708,IMG_0708_75,9877
202 ts Soil+Water,IMG_0708,IMG_0708_76,804
202 ts Soil+Water,IMG_0708,IMG_0708_77,466
